Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
LIDL Nederland GmbH;;0800-5435463;32061446.0;KAATSHEUVEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU08092048;GM0809;5171.0;5171GG;BU08092048;GM0809;5171.0;5171GG;BU08092048;GM0809;5171.0;5171GG;False;False;False;51.65890000496717;5.034720000647929;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;010-4258711;35012085.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05990325;GM0599;3021.0;3021GS;BU05990325;GM0599;3021.0;3021GS;BU05990325;GM0599;3021.0;3021GS;False;False;False;51.91280000496834;4.458470000197854;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah1147.nl;015-2562382;35012085.0;DELFT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621;BU05032405;GM0503;2624.0;2624ER;BU05032405;GM0503;2624.0;2624ER;BU05032405;GM0503;2624.0;2624ER;False;False;False;51.99660000547389;4.353029999918881;WarmteAtlas:CondensWarmte;;;
Stationsfoodstore BV;www.stationsfoodstore.nl;070-3356310;30158570.0;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621;BU05182763;GM0518;2595.0;2595AA;BU05182763;GM0518;2595.0;2595AA;BU05182763;GM0518;2595.0;2595AA;False;False;False;52.08150000539847;4.3233999998010795;WarmteAtlas:CondensWarmte;;;
Aldi Ommen BV;;0529-459300;5029090.0;DEDEMSVAART;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01600901;GM0160;7701.0;7701GK;BU01600901;GM0160;7701.0;7701GK;BU01600901;GM0160;7701.0;7701GK;False;False;False;52.604000005724785;6.45794000259167;WarmteAtlas:CondensWarmte;;;
W. Loeffen Supermarkt BV;;0487-521258;10002492.0;WINSSEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02090491;GM0209;6645.0;6645BA;BU02090491;GM0209;6645.0;6645BA;BU02090491;GM0209;6645.0;6645BA;False;False;False;51.880800005438694;5.706500000999079;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;;070-3720810;28025437.0;RIJSWIJK ZH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU06030633;GM0603;2283.0;2283VH;BU06030633;GM0603;2283.0;2283VH;BU06030633;GM0603;2283.0;2283VH;False;False;False;52.041400005615536;4.32174000003407;WarmteAtlas:CondensWarmte;;;
P. Hulsbosch VOF;www.spar.nl;023-5846416;34021055.0;VOGELENZANG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU03770300;GM0377;2114.0;2114EB;BU03770300;GM0377;2114.0;2114EB;BU03770300;GM0377;2114.0;2114EB;False;False;False;52.31960000584347;4.575130000465354;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;040-2117330;35012085.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07722320;GM0772;5645.0;5645GC;BU07722320;GM0772;5645.0;5645GC;BU07722320;GM0772;5645.0;5645GC;False;False;False;51.427900004695566;5.509650000994565;WarmteAtlas:CondensWarmte;;;
Boni-Markten BV;;035-6017469;8018988.0;SOEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU03420403;GM0342;3764.0;3764BG;BU03420403;GM0342;3764.0;3764BG;BU03420403;GM0342;3764.0;3764BG;False;False;False;52.17870000567303;5.304850000991807;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;070-4165710;28025437.0;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05180800;GM0518;2583.0;2583HR;BU05180800;GM0518;2583.0;2583HR;BU05180800;GM0518;2583.0;2583HR;False;False;False;52.089800005917624;4.257650000026161;WarmteAtlas:CondensWarmte;;;
Jan Linders BV;;0485-341544;12021701.0;BERGEN LB;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU08930330;GM0893;5854.0;5854AX;BU08930330;GM0893;5854.0;5854AX;BU08930330;GM0893;5854.0;5854AX;False;False;False;51.60290000533943;6.0503400025638046;WarmteAtlas:CondensWarmte;;;
Plus Bilthoven BV;www.plussupermarkt.nl/bilthoven;030-2280605;30173262.0;BILTHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03100505;GM0310;3723.0;3723TX;BU03100505;GM0310;3723.0;3723TX;BU03100505;GM0310;3723.0;3723TX;False;False;False;52.129400005282754;5.190460000445716;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;020-6232461;35012085.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU0363AE03;GM0363;1012.0;1012CR;BU0363AE03;GM0363;1012.0;1012CR;BU0363AE03;GM0363;1012.0;1012CR;False;False;False;52.372700006041775;4.899730001221836;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten Den Burg BV;www.jumbosupermarkten.nl;0222-317732;37069965.0;DEN BURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU04480000;GM0448;1791.0;1791GL;BU04480000;GM0448;1791.0;1791GL;BU04480000;GM0448;1791.0;1791GL;False;False;False;53.05510000623699;4.79551000093383;WarmteAtlas:CondensWarmte;;;
Supermarkt Middeldorp BV;;0570-591263;38010134.0;DIEPENVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01501101;GM0150;7431.0;7431CG;BU01501101;GM0150;7431.0;7431CG;BU01501101;GM0150;7431.0;7431CG;False;False;False;52.288800005831504;6.145480002179732;WarmteAtlas:CondensWarmte;;;
BV Nettorama Verbruikersmarkten;;035-6917776;20036900.0;BUSSUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU19420002;GM1942;1401.0;1401EP;BU19420002;GM1942;1401.0;1401EP;BU19420002;GM1942;1401.0;1401EP;False;False;False;52.27450000519024;5.166050000344271;WarmteAtlas:CondensWarmte;;;
Supermarkt Dick Dee BV;;0341-353714;8075152.0;PUTTEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02730000;GM0273;3882.0;3882AT;BU02730000;GM0273;3882.0;3882AT;BU02730000;GM0273;3882.0;3882AT;False;False;False;52.259600005947554;5.603060001725232;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;;070-4401210;28025437.0;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05181697;GM0518;2553.0;2553LM;BU05181697;GM0518;2553.0;2553LM;BU05181697;GM0518;2553.0;2553LM;False;False;False;52.04810000587041;4.2364299999770845;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;0499-390109;35012085.0;BEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07530001;GM0753;5683.0;5683AS;BU07530001;GM0753;5683.0;5683AS;BU07530101;GM0753;5683.0;5683AS;True;False;False;51.511700004951756;5.394220000562028;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;079-3411715;35012085.0;ZOETERMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU06370300;GM0637;2724.0;2724NA;BU06370300;GM0637;2724.0;2724NA;BU06370807;GM0637;2724.0;2724NA;True;False;False;52.063500005774415;4.5153100000274025;WarmteAtlas:CondensWarmte;;;
Supermarkt Winnubst BV;www.plus.nl;045-5411774;14016148.0;HEERLEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU09173801;GM0917;6417.0;6417EJ;BU09173801;GM0917;6417.0;6417EJ;BU09173801;GM0917;6417.0;6417EJ;False;False;False;50.875600005204326;5.983200001755247;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;024-3221335;35012085.0;NIJMEGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621;BU02680204;GM0268;6521.0;6521GR;BU02680204;GM0268;6521.0;6521GR;BU02680204;GM0268;6521.0;6521GR;False;False;False;51.838000005053495;5.874700001939011;WarmteAtlas:CondensWarmte;;;
Slooten Supermarkt BV;;020-3033019;34035579.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU0363NE04;GM0363;1034.0;1034CR;BU0363NE04;GM0363;1034.0;1034CR;BU0363NE04;GM0363;1034.0;1034CR;False;False;False;52.4078000052892;4.917030000274368;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;071-5413454;35012085.0;LEIDERDORP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU05470006;GM0547;2353.0;2353TS;BU05470006;GM0547;2353.0;2353TS;BU05470006;GM0547;2353.0;2353TS;False;False;False;52.16300000536599;4.533270001005102;WarmteAtlas:CondensWarmte;;;
C.J.M. van Mil t.h.o.d.n. Jumbo;;013-5839160;11042688.0;TILBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU08551801;GM0855;5038.0;5038TS;BU08551801;GM0855;5038.0;5038TS;BU08551801;GM0855;5038.0;5038TS;False;False;False;51.55410000560832;5.0797800004605556;WarmteAtlas:CondensWarmte;;;
Coop Compact Wiersma;;0518-471463;1026325.0;MINNERTSGA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU19493602;GM1949;9047.0;9047HS;BU19493602;GM1949;9047.0;9047HS;BU19493602;GM1949;9047.0;9047HS;False;False;False;53.25170000644009;5.593600002067055;WarmteAtlas:CondensWarmte;;;
Boni-Markten BV;;030-6570766;8018988.0;ODIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03120100;GM0312;3984.0;3984JG;BU03120100;GM0312;3984.0;3984JG;BU03120100;GM0312;3984.0;3984JG;False;False;False;52.05080000583344;5.232990001789275;WarmteAtlas:CondensWarmte;;;
Meermarkt v.d. Vlag-Heek;www.spar-apeldoorn.nl;055-3553301;8049702.0;BEEKBERGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU02001403;GM0200;7361.0;7361ED;BU02001403;GM0200;7361.0;7361ED;BU02001403;GM0200;7361.0;7361ED;False;False;False;52.16950000560661;5.97943000246061;WarmteAtlas:CondensWarmte;;;
VOMAR Voordeelmarkt BV;www.vomar.nl;0251-244194;34054429.0;HEEMSKERK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03960200;GM0396;1964.0;1964PH;BU03960200;GM0396;1964.0;1964PH;BU03960200;GM0396;1964.0;1964PH;False;False;False;52.507700005501825;4.655130001058562;WarmteAtlas:CondensWarmte;;;
VOMAR Voordeelmarkt BV;www.vomar.nl;0224-215383;34054429.0;SCHAGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU04411603;GM0441;1742.0;1742AB;BU04411603;GM0441;1742.0;1742AB;BU04411603;GM0441;1742.0;1742AB;False;False;False;52.78440000560405;4.786970001151944;WarmteAtlas:CondensWarmte;;;
Aldi Culemborg BV;;0345-472911;11013020.0;ZEIST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU03550101;GM0355;3701.0;3701JG;BU03550101;GM0355;3701.0;3701JG;BU03550101;GM0355;3701.0;3701JG;False;False;False;52.0881000057222;5.240990000420666;WarmteAtlas:CondensWarmte;;;
J.D. Malden BV;www.ah.nl;024-3571122;10030381.0;MALDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02520002;GM0252;6581.0;6581BV;BU02520002;GM0252;6581.0;6581BV;BU02520002;GM0252;6581.0;6581BV;False;False;False;51.78210000540788;5.853750001557108;WarmteAtlas:CondensWarmte;;;
De Vries Supermarkt Gemert BV;www.ah.nl;0492-361861;17142254.0;GEMERT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU16520000;GM1652;5421.0;5421DD;BU16520000;GM1652;5421.0;5421DD;BU16520000;GM1652;5421.0;5421DD;False;False;False;51.55370000493397;5.684910001855574;WarmteAtlas:CondensWarmte;;;
Poiesz Supermarkten BV;;058-2573330;1100780.0;STIENS;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU00806301;GM0080;9051.0;9051BC;BU00806301;GM0080;9051.0;9051BC;BU00806301;GM0080;9051.0;9051BC;False;False;False;53.25850000564021;5.759800002098574;WarmteAtlas:CondensWarmte;;;
Aldi Culemborg BV;www.aldi.com;0345-472911;11013020.0;OCHTEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU17400100;GM1740;4051.0;4051BG;BU17400100;GM1740;4051.0;4051BG;BU17400100;GM1740;4051.0;4051BG;False;False;False;51.908100005394715;5.566650000938104;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6287891;35012085.0;KROMMENIE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04796140;GM0479;1561.0;1561DX;BU04796140;GM0479;1561.0;1561DX;BU04796140;GM0479;1561.0;1561DX;False;False;False;52.503100005687045;4.759190000583288;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;0515-423335;35012085.0;SNEEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU19000102;GM1900;8601.0;8601HK;BU19000102;GM1900;8601.0;8601HK;BU19000102;GM1900;8601.0;8601HK;False;False;False;53.03380000578396;5.6555700021767965;WarmteAtlas:CondensWarmte;;;
Lunteren Have BV;www.ghgretail.nl;0316-229111;9148806.0;LUNTEREN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02284001;GM0228;6741.0;6741PE;BU02284001;GM0228;6741.0;6741SZ;BU02284001;GM0228;6741.0;6741SZ;False;False;False;52.07980000528088;5.614820001455032;WarmteAtlas:CondensWarmte;;;
Aldi Drachten BV;www.aldi.nl;0512-589200;1048011.0;VRIES;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU17300900;GM1730;9481.0;9481BM;BU17300900;GM1730;9481.0;9481BM;BU17300900;GM1730;9481.0;9481BM;False;False;False;53.070100005898475;6.578160002134857;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;076-5420320;35012085.0;PRINSENBEEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU07580900;GM0758;4841.0;4841GB;BU07580900;GM0758;4841.0;4841GB;BU07580900;GM0758;4841.0;4841GB;False;False;False;51.60430000486655;4.717210001249437;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;050-5344191;35012085.0;HAREN GN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU00141700;GM0014;9751.0;9751BB;BU00141700;GM0014;9751.0;9751BB;BU00141700;GM0014;9751.0;9751BB;False;False;False;53.17290000614941;6.608250002331431;WarmteAtlas:CondensWarmte;;;
VOF Attent Ubels;;0594-621224;2083341.0;EZINGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU19691300;GM1969;9891.0;9891AE;BU19691300;GM1969;9891.0;9891AE;BU19691300;GM1969;9891.0;9891AE;False;False;False;53.309500006335234;6.44146000220663;WarmteAtlas:CondensWarmte;;;
Koog Supermarkten BV;www.vossupermarkten.nl;023-5512082;34113515.0;HAARLEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03920403;GM0392;2014.0;2014SC;BU03920403;GM0392;2014.0;2014SC;BU03920403;GM0392;2014.0;2014SC;False;False;False;52.377800005675496;4.617480001162485;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;010-2409862;35012085.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU05990112;GM0599;3012.0;3012AG;BU05990112;GM0599;3012.0;3012AG;BU05990112;GM0599;3012.0;3012AG;False;False;False;51.919200005647795;4.479439999786168;WarmteAtlas:CondensWarmte;;;
Oenema VOF;;0514-541604;1084943.0;ECHTENERBRUG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU19401102;GM1940;8539.0;8539SC;BU19401102;GM1940;8539.0;8539SC;BU19401102;GM1940;8539.0;8539SC;False;False;False;52.87220000548494;5.822120002298196;WarmteAtlas:CondensWarmte;;;
WA v/d Voort Exploitatiemaatschappijen BV;;072-5275000;37062635.0;ALKMAAR;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03610206;GM0361;1823.0;1823HA;BU03610206;GM0361;1823.0;1823HA;BU03610206;GM0361;1823.0;1823HA;False;False;False;52.63430000602252;4.766200000104429;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;038-4200531;35012085.0;ZWOLLE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU01932240;GM0193;8043.0;8043LS;BU01932240;GM0193;8043.0;8043LS;BU01932240;GM0193;8043.0;8043LS;False;False;False;52.533300005745595;6.056270001251092;WarmteAtlas:CondensWarmte;;;
VOF L.P. Mangnus en Zn;;0114-313016;21007167.0;KAPELLEBRUG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU06770701;GM0677;4565.0;4565EV;BU06770701;GM0677;4565.0;4565EV;BU06770701;GM0677;4565.0;4565EV;False;False;False;51.25780000521446;4.064239999657868;WarmteAtlas:CondensWarmte;;;
Plus Richhof BV;www.plus.nl;010-5060895;27192800.0;POORTUGAAL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU06130310;GM0613;3171.0;3171BD;BU06130310;GM0613;3171.0;3171BD;BU06130310;GM0613;3171.0;3171BD;False;False;False;51.85700000579747;4.390770000325184;WarmteAtlas:CondensWarmte;;;
Aldi Drachten BV;;0512-589200;1048011.0;HARLINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU00720003;GM0072;8862.0;8862RZ;BU00720003;GM0072;8862.0;8862RZ;BU00720003;GM0072;8862.0;8862RZ;False;False;False;53.17050000574127;5.41624000131859;WarmteAtlas:CondensWarmte;;;
Westervoort Have BV;;0316-229111;9062532.0;WESTERVOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02930000;GM0293;6931.0;6931CZ;BU02930000;GM0293;6931.0;6931CZ;BU02930000;GM0293;6931.0;6931CZ;False;False;False;51.962200005812676;5.967680002252889;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;023-5712657;35012085.0;ZANDVOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04730206;GM0473;2042.0;2042LT;BU04730206;GM0473;2042.0;2042LT;BU04730206;GM0473;2042.0;2042LT;False;False;False;52.37180000554816;4.531049999806022;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;www.ah.nl;010-4137133;35012085.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU05990112;GM0599;3012.0;3012EN;BU05990112;GM0599;3012.0;3012EN;BU05990112;GM0599;3012.0;3012EN;False;False;False;51.91900000574578;4.4770099999380815;WarmteAtlas:CondensWarmte;;;
Spar Van den Berg;www.spar.nl;0118-562307;22034147.0;ZOUTELANDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07171100;GM0717;4374.0;4374AP;BU07171100;GM0717;4374.0;4374AP;BU07171100;GM0717;4374.0;4374AP;False;False;False;51.499800004763934;3.484719999265608;WarmteAtlas:CondensWarmte;;;
